paper_id,source_pdf,uploaded_pdf,batch_id,data_id,status,affiliations,raw_first_page_text,ocr_fallback_used,ocr_image_paths,ocr_transcribed_text,error,affiliation_details_json
2024.acl-long.102,,,,2024.acl-long.102,done,Fudan University | Carnegie Mellon University | The Chinese University of Hong Kong | Rhine AI | Renmin University of China | Beijing University of Technology | Boston University | Sense Time,"# INCHARACTER: Evaluating Personality Fidelity in Role-Playing Agents through Psychological Interviews

Xintao Wang $^{1}$ , Yunze Xiao $^{2}$ , Jen-tse Huang $^{3}$ , Siyu Yuan $^{4}$ , Rui Xu $^{1}$ , Haoran Guo $^{5}$ , Quan Tu $^{6}$ , Yaying Fei $^{7}$ , Ziang Leng $^{8}$ , Wei Wang $^{1}$ , Jiangjie Chen $^{1}$ , Cheng Li $^{9}$ , Yanghua Xiao $^{*1}$

<sup>1</sup>Shanghai Key Laboratory of Data Science, School of Computer Science, Fudan University

$^{2}$ Carnegie Mellon University $^{3}$ The Chinese University of Hong Kong

$^{4}$ School of Data Science, Fudan University $^{5}$ RhineAI $^{6}$ Renmin University of China

$^{7}$ Beijing University of Technology $^{8}$ Boston University $^{9}$ SenseTime

$\{xtwang21, syyuan21, ruixu21\} @m.fudan.edu.cn,$

{jjchen19, weiwang1, shawyh}@fudan.edu.cn

yunzex@andrew.cmu.edu, jthuang@cse.cuhk.edu.hk, chengli@sensetime.com",false,,,,"[{""raw_affiliation_text"": ""Shanghai Key Laboratory of Data Science, School of Computer Science, Fudan University"", ""institution"": ""Fudan University"", ""country"": null}, {""raw_affiliation_text"": ""Carnegie Mellon University"", ""institution"": ""Carnegie Mellon University"", ""country"": null}, {""raw_affiliation_text"": ""The Chinese University of Hong Kong"", ""institution"": ""The Chinese University of Hong Kong"", ""country"": null}, {""raw_affiliation_text"": ""RhineAI"", ""institution"": ""Rhine AI"", ""country"": null}, {""raw_affiliation_text"": ""Renmin University of China"", ""institution"": ""Renmin University of China"", ""country"": null}, {""raw_affiliation_text"": ""Beijing University of Technology"", ""institution"": ""Beijing University of Technology"", ""country"": null}, {""raw_affiliation_text"": ""Boston University"", ""institution"": ""Boston University"", ""country"": null}, {""raw_affiliation_text"": ""SenseTime"", ""institution"": ""Sense Time"", ""country"": null}]"
2024.acl-long.112,,,,2024.acl-long.112,done,Beijing Foreign Studies University,"# DM-BLI: Dynamic Multiple Subspaces Alignment for Unsupervised Bilingual Lexicon Induction

Ling Hu and Yuemei Xu *

School of Information Science and Technology

Beijing Foreign Studies University, Beijing, China

xuyuemei@bfsu.edu.cn",false,,,,"[{""raw_affiliation_text"": ""School of Information Science and Technology Beijing Foreign Studies University, Beijing, China"", ""institution"": ""Beijing Foreign Studies University"", ""country"": ""China""}]"
2024.acl-long.113,,,,2024.acl-long.113,done,ETH Zürich | University College London | University of Edinburgh,"# SPARSEFIT: Few-shot Prompting with Sparse Fine-tuning for Jointly Generating Predictions and Natural Language Explanations

Jesus Solano

ETH Zürich

jesus.solano@inf.ethz.ch

Oana-Maria Camburu

University College London

o.camburu@ucl.ac.uk

Mardhiyah Sanni

University of Edinburgh

m.o.sanni@sms.ed.ac.uk

Pasquale Minervini

University of Edinburgh

p.minervini@ed.ac.uk",false,,,,"[{""raw_affiliation_text"": ""ETH Zürich"", ""institution"": ""ETH Zürich"", ""country"": null}, {""raw_affiliation_text"": ""University College London"", ""institution"": ""University College London"", ""country"": null}, {""raw_affiliation_text"": ""University of Edinburgh"", ""institution"": ""University of Edinburgh"", ""country"": null}]"
2024.acl-long.115,,,,2024.acl-long.115,done,University of Glasgow,"# REANO: Optimising Retrieval-Augmented Reader Models through Knowledge Graph Generation

Jinyuan Fang

University of Glasgow

j.fang.2@research.gla.ac.uk

Zaiqiao Meng*

University of Glasgow

zaiqiao.meng@glasgow.ac.uk

Craig Macdonald

University of Glasgow

craig.macdonald@glasgow.ac.uk",false,,,,"[{""raw_affiliation_text"": ""University of Glasgow"", ""institution"": ""University of Glasgow"", ""country"": null}]"
2024.acl-long.111,,,,2024.acl-long.111,done,Peking University | PKU-Wuhan Institute for Artificial Intelligence,"# ValueBench: Towards Comprehensively Evaluating Value Orientations and Understanding of Large Language Models

Yuanyi Ren $^{1}$ , Haoran Ye $^{1}$ , Hanjun Fang $^{2}$ , Xin Zhang $^{3}$ , Guojie Song $^{1,4,*}$

$^{1}$ National Key Laboratory of General Artificial Intelligence, School of Intelligence Science and Technology, Peking University $^{2}$ Department of Sociology, Peking University

$^{3}$ School of Psychological and Cognitive Sciences, Peking University $^{4}$ PKU-Wuhan Institute for Artificial Intelligence

{yyren,hjfang,zhang.x,gjsong}@pku.edu.cn haoran-ye@outlook.com",false,,,,"[{""raw_affiliation_text"": ""National Key Laboratory of General Artificial Intelligence, School of Intelligence Science and Technology, Peking University"", ""institution"": ""Peking University"", ""country"": null}, {""raw_affiliation_text"": ""PKU-Wuhan Institute for Artificial Intelligence"", ""institution"": ""PKU-Wuhan Institute for Artificial Intelligence"", ""country"": null}]"
2024.acl-long.116,,,,2024.acl-long.116,done,University of Manchester | Idiap Research Institute,"# Learning Disentangled Semantic Spaces of Explanations via Invertible Neural Networks

Yingji Zhang $^{1\dagger}$ , Danilo S. Carvalho $^{1,3}$ , André Freitas $^{1,2,3}$

$^{1}$ Department of Computer Science, University of Manchester, United Kingdom $^{2}$ Idiap Research Institute, Switzerland   
$^{3}$ National Biomarker Centre, CRUK-MI, Univ. of Manchester, United Kingdom {firstname_lastname}@[postgrad.]†manchester.ac.uk",false,,,,"[{""raw_affiliation_text"": ""Department of Computer Science, University of Manchester, United Kingdom"", ""institution"": ""University of Manchester"", ""country"": ""United Kingdom""}, {""raw_affiliation_text"": ""Idiap Research Institute, Switzerland"", ""institution"": ""Idiap Research Institute"", ""country"": ""Switzerland""}]"
2024.acl-long.12,,,,2024.acl-long.12,done,Alibaba Group,"# How Abilities in Large Language Models are Affected by Supervised Fine-tuning Data Composition

Guanting Dong*, Hongyi Yuan*, Keming Lu, Chengpeng Li*, Mingfeng Xue Dayiheng Liu, Wei Wang, Zheng Yuan, Chang Zhou, Jingren Zhou Alibaba Group

{dongguanting.dgt,yuanzheng.yuanshen,ericzhou.zc}@alibaba-inc.com",false,,,,"[{""raw_affiliation_text"": ""Alibaba Group"", ""institution"": ""Alibaba Group"", ""country"": null}]"
2024.acl-long.114,,,,2024.acl-long.114,done,"University of Cambridge | Google, LLC | Tsinghua University","# Handling Ambiguity in Emotion: From Out-of-Domain Detection to Distribution Estimation

Wen Wu $^{1}$ , Bo Li $^{2}$ , Chao Zhang $^{3}$ , Chung-Cheng Chiu $^{2}$ , Qiujia Li $^{2}$ , Junwen Bai $^{2}$ , Tara N. Sainath $^{2}$ , Philip C. Woodland $^{1}$

<sup>1</sup> University of Cambridge, UK, <sup>2</sup> Google, LLC, USA, <sup>3</sup> Tsinghua University, China  
<sup>1</sup>{ww368, pw117}@cam.ac.uk, <sup>2</sup>{boboli, chungchengc}@google.com, <sup>3</sup>cz277@tsinghua.edu.cn",false,,,,"[{""raw_affiliation_text"": ""University of Cambridge, UK"", ""institution"": ""University of Cambridge"", ""country"": ""UK""}, {""raw_affiliation_text"": ""Google, LLC, USA"", ""institution"": ""Google, LLC"", ""country"": ""USA""}, {""raw_affiliation_text"": ""Tsinghua University, China"", ""institution"": ""Tsinghua University"", ""country"": ""China""}]"
2024.acl-long.120,,,,2024.acl-long.120,done,Google Deepmind,"# A Synthetic Data Approach for Domain Generalization of NLI Models

Mohammad Javad Hosseini* Andrey Petrov Alex Fabrikant Annie Louis*

Google Deepmind

{javadh,apetrov,fabrikant,annielouis}@google.com",false,,,,"[{""raw_affiliation_text"": ""Google Deepmind"", ""institution"": ""Google Deepmind"", ""country"": null}]"
2024.acl-long.119,,,,2024.acl-long.119,done,Fudan University | Shanghai Collaborative Innovation Center of Intelligent Visual Computing,"# ToolSword: Unveiling Safety Issues of Large Language Models in Tool Learning Across Three Stages

Junjie Ye $^{1}$ , Sixian Li $^{1}$ , Guanyu Li $^{1}$ , Caishuang Huang $^{1}$ ,

Songyang Gao $^{1}$ , Yilong Wu $^{1}$ , Qi Zhang $^{1,3*}$ , Tao Gui $^{2*}$ , Xuanjing Huang $^{1}$

$^{1}$ School of Computer Science, Fudan University

$^{2}$ Institute of Modern Languages and Linguistics, Fudan University

3 Shanghai Collaborative Innovation Center of Intelligent Visual Computing

jjye23@m.fudan.edu.cn

{qz, tgui}@fudan.edu.cn",false,,,,"[{""raw_affiliation_text"": ""School of Computer Science, Fudan University"", ""institution"": ""Fudan University"", ""country"": null}, {""raw_affiliation_text"": ""Shanghai Collaborative Innovation Center of Intelligent Visual Computing"", ""institution"": ""Shanghai Collaborative Innovation Center of Intelligent Visual Computing"", ""country"": null}]"
2024.acl-long.118,,,,2024.acl-long.118,done,Beihang University | Zhongguancun Laboratory,"# Open-Set Semi-Supervised Text Classification via Adversarial Disagreement Maximization

Junfan Chen $^{1,2}$ , Richong Zhang $^{1,3*}$ , Junchi Chen $^{1}$ , Chunming Hu $^{1,2,3}$

$^{1}$ CCSE, School of Computer Science and Engineering, Beihang University, Beijing, China

$^{2}$ School of Software, Beihang University, Beijing, China

$^{3}$ Zhongguancun Laboratory, Beijing, China

{chenjf, zhangrc} @act.buaa.edu.cn, {sy2206115, hucm} @buaa.edu.cn",false,,,,"[{""raw_affiliation_text"": ""CCSE, School of Computer Science and Engineering, Beihang University, Beijing, China"", ""institution"": ""Beihang University"", ""country"": ""China""}, {""raw_affiliation_text"": ""Zhongguancun Laboratory, Beijing, China"", ""institution"": ""Zhongguancun Laboratory"", ""country"": ""China""}]"
2024.acl-long.121,,,,2024.acl-long.121,done,Fudan University,"# Enhancing Contrastive Learning with Noise-Guided Attack: Towards Continual Relation Extraction in the Wild

Ting Wu $^{1*}$ , Jingyi Liu $^{1*}$ , Rui Zheng $^{1}$ , Qi Zhang $^{1,3}$ , Tao Gui $^{2}$ , Xuanjing Huang $^{1,3}$

$^{1}$ School of Computer Science, Fudan University

$^{2}$ Institute of Modern Languages and Linguistics, Fudan University

$^{3}$ Shanghai Collaborative Innovation Center of Intelligent Visual Computing

{tingwu21, liujingyi21}@m.fudan.edu.cn",false,,,,"[{""raw_affiliation_text"": ""School of Computer Science, Fudan University"", ""institution"": ""Fudan University"", ""country"": null}]"
2024.acl-long.123,,,,2024.acl-long.123,done,LMU Munich | UC Louvain,"# VARIERR NLI: Separating Annotation Error from Human Label Variation

Leon Weber-Genzel\* Siyao Peng\* Marie-Catherine de Marneffe Barbara Plank

$\triangle$ MaiNLP & MCML, LMU Munich, Germany

FNRS, CENTAL, UCLouvain, Belgium

{siyao.peng,b.plank}@lmu.de marie-catherine.demarneffe@uclouvain.be",false,,,,"[{""raw_affiliation_text"": ""MaiNLP & MCML, LMU Munich, Germany"", ""institution"": ""LMU Munich"", ""country"": ""Germany""}, {""raw_affiliation_text"": ""FNRS, CENTAL, UCLouvain, Belgium"", ""institution"": ""UC Louvain"", ""country"": ""Belgium""}]"
2024.acl-long.117,,,,2024.acl-long.117,done,Fudan University | Shanghai Jiao Tong University | Shanghai AI Laboratory | Generative AI Research Lab (GAIR),"# MoPS: Modular Story Premise Synthesis for Open-Ended Automatic Story Generation

Yan Ma $^{1,3,4*}$ Yu Qiao $^{3}$ Pengfei Liu $^{2,3,4\dagger}$

$^{1}$ Fudan University $^{2}$ Shanghai Jiao Tong University

3Shanghai AI Laboratory 4Generative AI Research Lab (GAIR)

yanma23@m.fudan.edu.cn qiaoyu@pjlab.org.cn pengfei@sjtu.edu.cn",false,,,,"[{""raw_affiliation_text"": ""Fudan University"", ""institution"": ""Fudan University"", ""country"": null}, {""raw_affiliation_text"": ""Shanghai Jiao Tong University"", ""institution"": ""Shanghai Jiao Tong University"", ""country"": null}, {""raw_affiliation_text"": ""Shanghai AI Laboratory"", ""institution"": ""Shanghai AI Laboratory"", ""country"": null}, {""raw_affiliation_text"": ""Generative AI Research Lab (GAIR)"", ""institution"": ""Generative AI Research Lab (GAIR)"", ""country"": null}]"
2024.acl-long.125,,,,2024.acl-long.125,done,Seoul National University | LG AI Research | KAIST,"# ListT5: Listwise Reranking with Fusion-in-Decoder Improves Zero-shot Retrieval

Soyoung Yoon $^{1*}$ Eunbi Choi $^{2}$ Jiyeon Kim $^{3}$ Hyeongu Yun $^{2}$ Yireun Kim $^{2}$ Seung-won Hwang $^{1\dagger}$

$^{1}$ Seoul National University $^{2}$ LG AI Research $^{3}$ KAIST AI {soyoung.yoon, seungwonh} @snu.ac.kr",false,,,,"[{""raw_affiliation_text"": ""Seoul National University"", ""institution"": ""Seoul National University"", ""country"": null}, {""raw_affiliation_text"": ""LG AI Research"", ""institution"": ""LG AI Research"", ""country"": null}, {""raw_affiliation_text"": ""KAIST AI"", ""institution"": ""KAIST"", ""country"": null}]"
2024.acl-long.122,,,,2024.acl-long.122,done,Harbin Institute of Technology (Shenzhen),"# LRQuant: Learnable and Robust Post-Training Quantization for Large Language Models

Jiaqi Zhao, Miao Zhang*, Chao Zeng, Ming Wang, Xuebo Liu, Liqiang Nie

School of Computer Science and Technology, Harbin Institute of Technology (Shenzhen)

{24B351012,23S151104,190110509}@stu.hit.edu.cn

{zhangmiao, liuxuebo, nieliqiang}@hit.edu.cn",false,,,,"[{""raw_affiliation_text"": ""School of Computer Science and Technology, Harbin Institute of Technology (Shenzhen)"", ""institution"": ""Harbin Institute of Technology (Shenzhen)"", ""country"": null}]"
2024.acl-long.124,,,,2024.acl-long.124,done,Peking University,"# Benchmarking Knowledge Boundary for Large Language Models: A Different Perspective on Model Evaluation

Xunjian Yin* Xu Zhang* Jie Ruan and Xiaojun Wan

Wangxuan Institute of Computer Technology, Peking University

{xjyin, zhangxu, wanxiaojun}@pku.edu.cn

ruanjie@stu.pku.edu.cn",false,,,,"[{""raw_affiliation_text"": ""Wangxuan Institute of Computer Technology, Peking University"", ""institution"": ""Peking University"", ""country"": null}]"
2024.acl-long.127,,,,2024.acl-long.127,done,HSE University | Skoltech | AIRI | Universität Hamburg,"# TaxoLLaMA: WordNet-based Model for Solving Multiple Lexical Semantic Tasks

Viktor Moskvoretskii $^{1,2}$ , Ekaterina Neminova $^{1}$ , Alina Lobanova $^{1}$ , Alexander Panchenko $^{2,3}$ , and Irina Nikishina $^{4}$

$^{1}$ HSE University, $^{2}$ Skoltech, $^{3}$ AIRI, $^{4}$ Universität Hamburg

{v.moskvoretskii, a.panchenko} @skol.tech, {esneminova, alobanova} @edu.hse.ru, irina.nikishina@uni-hamburg.de",false,,,,"[{""raw_affiliation_text"": ""HSE University"", ""institution"": ""HSE University"", ""country"": null}, {""raw_affiliation_text"": ""Skoltech"", ""institution"": ""Skoltech"", ""country"": null}, {""raw_affiliation_text"": ""AIRI"", ""institution"": ""AIRI"", ""country"": null}, {""raw_affiliation_text"": ""Universität Hamburg"", ""institution"": ""Universität Hamburg"", ""country"": null}]"
2024.acl-long.126,,,,2024.acl-long.126,done,Alibaba Group | Nanyang Technological University | Hupan Lab,"# Exploring the Potential of Large Language Models in Computational Argumentation

Guizhen Chen* 1,2 Liying Cheng*† 1,3 Luu Anh Tuan² Lidong Bing¹,³

$^{1}$ DAMO Academy, Alibaba Group, Singapore $^{2}$ Nanyang Technological University, Singapore

$^{3}$ Hupan Lab, 310023, Hangzhou, China

{guizhen.chen, liying.cheng, 1.bing}@alibaba-inc.com

{guizhen001, anhtuan.luu}@ntu.edu.sg",false,,,,"[{""raw_affiliation_text"": ""DAMO Academy, Alibaba Group, Singapore"", ""institution"": ""Alibaba Group"", ""country"": ""Singapore""}, {""raw_affiliation_text"": ""Nanyang Technological University, Singapore"", ""institution"": ""Nanyang Technological University"", ""country"": ""Singapore""}, {""raw_affiliation_text"": ""Hupan Lab, 310023, Hangzhou, China"", ""institution"": ""Hupan Lab"", ""country"": ""China""}]"
