paper_id,source_pdf,uploaded_pdf,batch_id,data_id,status,affiliations,raw_first_page_text,ocr_fallback_used,ocr_image_paths,ocr_transcribed_text,error,affiliation_details_json
2021.naacl-main.11,,,,2021.naacl-main.11,done,University of Cambridge | ETH Zürich,"# Do Syntactic Probes Probe Syntax? Experiments with Jabberwocky Probing

Rowan Hall Maudslay $^{1,2}$ Ryan Cotterell $^{1,2}$

<sup>1</sup>University of Cambridge <sup>2</sup>ETH Zürich

rh635@cam.ac.uk ryan.cotterell@inf.ethz.ch",false,,,,"[{""raw_affiliation_text"": ""University of Cambridge"", ""institution"": ""University of Cambridge"", ""country"": null}, {""raw_affiliation_text"": ""ETH Zürich"", ""institution"": ""ETH Zürich"", ""country"": null}]"
2021.naacl-main.109,,,,2021.naacl-main.109,done,Georgia Institute of Technology,"# Structure-Aware Abstractive Conversation Summarization via Discourse and Action Graphs

Jiaao Chen

School of Interactive Computing Georgia Institute of Technology

jiaochen@gatech.edu

Diyi Yang

School of Interactive Computing

Georgia Institute of Technology

dyang888@gatech.edu",false,,,,"[{""raw_affiliation_text"": ""School of Interactive Computing Georgia Institute of Technology"", ""institution"": ""Georgia Institute of Technology"", ""country"": null}]"
2021.naacl-main.106,,,,2021.naacl-main.106,done,University of Illinois at Chicago | Salesforce Research | University of Texas at Austin,"# Incremental Few-shot Text Classification with Multi-round New Classes: Formulation, Dataset and System

Congying Xia $^{1*}$ , Wenpeng Yin $^{2*}$ , Yihao Feng $^{3}$ , Philip Yu $^{1}$

<sup>1</sup>University of Illinois at Chicago, Chicago, IL, USA

$^{2}$ Salesforce Research, Palo Alto, CA, USA

<sup>3</sup>University of Texas at Austin, Austin, TX, USA

{cxia8, psyu}@uic.edu,wyin@salesforce.com,yihao@cs.utexas.edu",false,,,,"[{""raw_affiliation_text"": ""University of Illinois at Chicago, Chicago, IL, USA"", ""institution"": ""University of Illinois at Chicago"", ""country"": ""USA""}, {""raw_affiliation_text"": ""Salesforce Research, Palo Alto, CA, USA"", ""institution"": ""Salesforce Research"", ""country"": ""USA""}, {""raw_affiliation_text"": ""University of Texas at Austin, Austin, TX, USA"", ""institution"": ""University of Texas at Austin"", ""country"": ""USA""}]"
2021.naacl-main.110,,,,2021.naacl-main.110,done,University of Central Florida | Robert Bosch LLC,"# A New Approach to Overgenerating and Scoring Abstractive Summaries

Kaiqiang Song, $^{1}$ Bingqing Wang, $^{2}$ Zhe Feng, $^{2}$ Fei Liu $^{1}$

<sup>1</sup>University of Central Florida, Orlando, FL

$^{2}$ Robert Bosch LLC, Sunnyvale, CA

kqsong@knights.ucf.edu, {bingqing.wang,zhe.feng2}@us.bosch.com feiliu@cs.ucf.edu",false,,,,"[{""raw_affiliation_text"": ""University of Central Florida, Orlando, FL"", ""institution"": ""University of Central Florida"", ""country"": ""USA""}, {""raw_affiliation_text"": ""Robert Bosch LLC, Sunnyvale, CA"", ""institution"": ""Robert Bosch LLC"", ""country"": ""USA""}]"
2021.naacl-main.113,,,,2021.naacl-main.113,done,Carnegie Mellon University,"# RefSum: Refactoring Neural Summarization

Yixin Liu, Zi-Yi Dou, Pengfei Liu *

Carnegie Mellon University

{yixinl2, zdou, pliu3}@cs.cmu.edu",false,,,,"[{""raw_affiliation_text"": ""Carnegie Mellon University"", ""institution"": ""Carnegie Mellon University"", ""country"": null}]"
2021.naacl-main.112,,,,2021.naacl-main.112,done,University of Michigan | University of Illinois at Urbana-Champaign,"# Efficient Attentions for Long Document Summarization

Luyang Huang<sup>1</sup> Shuyang Cao<sup>1</sup> Nikolaus Parulian<sup>2</sup> Heng Ji<sup>2</sup> Lu Wang<sup>1</sup>

$^{1}$ Computer Science and Engineering, University of Michigan, Ann Arbor, MI $^{2}$ Department of Computer Science, University of Illinois at Urbana-Champaign, IL

1{lyhuang, caoshuy, wangluxy}@umich.edu

2{nnp2, hengji}@illinois.edu",false,,,,"[{""raw_affiliation_text"": ""Computer Science and Engineering, University of Michigan, Ann Arbor, MI"", ""institution"": ""University of Michigan"", ""country"": ""USA""}, {""raw_affiliation_text"": ""Department of Computer Science, University of Illinois at Urbana-Champaign, IL"", ""institution"": ""University of Illinois at Urbana-Champaign"", ""country"": ""USA""}]"
2021.naacl-main.111,,,,2021.naacl-main.111,done,University of Michigan | IBM Research Europe | IBM Research,"# D2S: Document-to-Slide Generation Via Query-Based Text Summarization

Edward Sun*

University of Michigan

Michigan, USA

edwsun@umich.edu

Yufang Hou

IBM Research Europe

Dublin, Ireland

yhou@ie.ibm.com

Dakuo Wang

IBM Research

Cambridge, USA

dakuo.wang@ibm.com

Yunfeng Zhang

IBM Research

Yorktown, USA

zhangyun@us.ibm.com

Nancy X.R. Wang

IBM Research

Almaden, USA

nancywang1991@gmail.com",false,,,,"[{""raw_affiliation_text"": ""University of Michigan Michigan, USA"", ""institution"": ""University of Michigan"", ""country"": ""USA""}, {""raw_affiliation_text"": ""IBM Research Europe Dublin, Ireland"", ""institution"": ""IBM Research Europe"", ""country"": ""Ireland""}, {""raw_affiliation_text"": ""IBM Research Cambridge, USA"", ""institution"": ""IBM Research"", ""country"": ""USA""}]"
2021.naacl-main.114,,,,2021.naacl-main.114,done,The University of Texas at Austin,"# Annotating and Modeling Fine-grained Factuality in Summarization

Tanya Goyal and Greg Durrett

Department of Computer Science

The University of Texas at Austin

tanyagoyal@utexas.edu, gdurrett@cs.utexas.edu",false,,,,"[{""raw_affiliation_text"": ""Department of Computer Science, The University of Texas at Austin"", ""institution"": ""The University of Texas at Austin"", ""country"": ""null""}]"
2021.naacl-main.116,,,,2021.naacl-main.116,done,Tencent AI Lab | Ant Group,"# Neural Sequence Segmentation as Determining the Leftmost Segments

Yangming Li<sup>1</sup>, Lemao Liu<sup>1</sup>, Kaisheng Yao<sup>2</sup>

Tencent AI Lab

$^{2}$ Ant Group

{newmanli,redmondliu} $@$ tencent.com

kaisheng.yao@antgroup.com",false,,,,"[{""raw_affiliation_text"": ""Tencent AI Lab"", ""institution"": ""Tencent AI Lab"", ""country"": null}, {""raw_affiliation_text"": ""Ant Group"", ""institution"": ""Ant Group"", ""country"": null}]"
2021.naacl-main.119,,,,2021.naacl-main.119,done,University of Rochester | Tencent AI Lab,"# Video-aided Unsupervised Grammar Induction

Songyang Zhang $^{1*}$ , Linfeng Song $^{2}$ , Lifeng Jin $^{2}$ , Kun Xu $^{2}$ , Dong Yu $^{2}$ and Jiebo Luo $^{1}$

<sup>1</sup>University of Rochester, Rochester, NY, USA

szhang83@ur.ROCHESTER.edu, jluo@cs.rochester.edu

$^{2}$ Tencent AI Lab, Bellevue, WA, USA

{lfsong, lifengjin, kxxkunxu, dyu}@tencent.com",false,,,,"[{""raw_affiliation_text"": ""University of Rochester, Rochester, NY, USA"", ""institution"": ""University of Rochester"", ""country"": ""USA""}, {""raw_affiliation_text"": ""Tencent AI Lab, Bellevue, WA, USA"", ""institution"": ""Tencent AI Lab"", ""country"": ""USA""}]"
2021.naacl-main.115,,,,2021.naacl-main.115,done,Fudan University | Carnegie Mellon University,"# Larger-Context Tagging: When and Why Does It Work?

Jinlan Fu†, Liangjing Feng†, Qi Zhang†, Xuanjing Huang†, Pengfei Liu‡ * † School of Computer Science, Shanghai Key Laboratory of Intelligent Information Processing, Fudan University, ‡Carnegie Mellon University {fujl16, qz, xjhuang} @fudan.edu.cn, pliu3@cs.cmu.edu",false,,,,"[{""raw_affiliation_text"": ""School of Computer Science, Shanghai Key Laboratory of Intelligent Information Processing, Fudan University"", ""institution"": ""Fudan University"", ""country"": null}, {""raw_affiliation_text"": ""Carnegie Mellon University"", ""institution"": ""Carnegie Mellon University"", ""country"": null}]"
2021.naacl-main.12,,,,2021.naacl-main.12,done,University of Cambridge | University of Edinburgh | ETH Zürich,"# A Non-Linear Structural Probe

Jennifer C. White $^{\check{\mathcal{O}}}$ Tiago Pimentel $^{\check{\mathcal{O}}}$ Naomi Saphra $^{\check{\mathcal{O}}}$ Ryan Cotterell $^{\check{\mathcal{O}},\check{\mathcal{I}}}$ $^{\check{\mathcal{O}}}$ University of Cambridge, $^{\check{\mathcal{O}}}$ University of Edinburgh, ETH Zürich

jw2088@cam.ac.uk, tp472@cam.ac.uk  
n.saphra@ed.ac.uk, ryan.cotterell@inf.ethz.ch",false,,,,"[{""raw_affiliation_text"": ""University of Cambridge"", ""institution"": ""University of Cambridge"", ""country"": null}, {""raw_affiliation_text"": ""University of Edinburgh"", ""institution"": ""University of Edinburgh"", ""country"": null}, {""raw_affiliation_text"": ""ETH Zürich"", ""institution"": ""ETH Zürich"", ""country"": null}]"
2021.naacl-main.121,,,,2021.naacl-main.121,done,Seoul National University,"# How Robust are Fact Checking Systems on Colloquial Claims?

Byeongchang Kim* Hyunwoo Kim* Seokhee Hong Gunhee Kim Seoul National University, Seoul, Korea

{byeongchang.kim,hyunw.kim,seokhee.hong}@vl.snu.ac.kr,gunhee@snu.ac.kr https://vl.snu.ac.kr/projects/colloquial-claims",false,,,,"[{""raw_affiliation_text"": ""Seoul National University, Seoul, Korea"", ""institution"": ""Seoul National University"", ""country"": ""Korea""}]"
2021.naacl-main.118,,,,2021.naacl-main.118,done,"UCLA | Amazon.com, Inc.","# GEMNET: Effective Gated Gazetteer Representations for Recognizing Complex Entities in Low-context Input

Tao Meng* UCLA Los Angeles, USA

Anjie Fang  
Amazon.com, Inc.  
Seattle, WA, USA

Oleg Rokhlenko  
Amazon.com, Inc.  
Seattle, WA, USA

Shervin Malmasi  
Amazon.com, Inc.  
Seattle, WA, USA

tmeng@cs.ucla.edu {njfn,olegro,malmasi} $@$ amazon.com",false,,,,"[{""raw_affiliation_text"": ""UCLA Los Angeles, USA"", ""institution"": ""UCLA"", ""country"": ""USA""}, {""raw_affiliation_text"": ""Amazon.com, Inc. Seattle, WA, USA"", ""institution"": ""Amazon.com, Inc."", ""country"": ""USA""}]"
2021.naacl-main.120,,,,2021.naacl-main.120,done,Korea Advanced Institute of Science and Technology,"# Generating Negative Samples by Manipulating Golden Responses for Unsupervised Learning of a Response Evaluation Model

ChaeHun Park

Eugene Jang

Wonsuk Yang

Jong C. Park*

School of Computing

Korea Advanced Institute of Science and Technology

{ddehun,eugenej,derrick0511,park}@nlp.kaist.ac.kr",false,,,,"[{""raw_affiliation_text"": ""School of Computing, Korea Advanced Institute of Science and Technology"", ""institution"": ""Korea Advanced Institute of Science and Technology"", ""country"": null}]"
2021.naacl-main.117,,,,2021.naacl-main.117,done,Shanghai Tech University | Shanghai Engineering Research Center of Intelligent Vision and Imaging | Chinese Academy of Sciences | University of Chinese Academy of Sciences | University of Edinburgh,"# PCFGs Can Do Better: Inducing Probabilistic Context-Free Grammars with Many Symbols

Songlin Yang\*, Yanpeng Zhao\*, Kewei Tu\*

$\clubsuit$ School of Information Science and Technology, ShanghaiTech University

Shanghai Engineering Research Center of Intelligent Vision and Imaging

Shanghai Institute of Microsystem and Information Technology, Chinese Academy of Sciences

University of Chinese Academy of Sciences

$\diamond$ ILCC, University of Edinburgh

{yangsl,tukw}@shanghaiitech.edu.cn

yannzhao.ed@gmail.com",false,,,,"[{""raw_affiliation_text"": ""School of Information Science and Technology, ShanghaiTech University"", ""institution"": ""Shanghai Tech University"", ""country"": null}, {""raw_affiliation_text"": ""Shanghai Engineering Research Center of Intelligent Vision and Imaging"", ""institution"": ""Shanghai Engineering Research Center of Intelligent Vision and Imaging"", ""country"": null}, {""raw_affiliation_text"": ""Shanghai Institute of Microsystem and Information Technology, Chinese Academy of Sciences"", ""institution"": ""Chinese Academy of Sciences"", ""country"": null}, {""raw_affiliation_text"": ""University of Chinese Academy of Sciences"", ""institution"": ""University of Chinese Academy of Sciences"", ""country"": null}, {""raw_affiliation_text"": ""ILCC, University of Edinburgh"", ""institution"": ""University of Edinburgh"", ""country"": null}]"
2021.naacl-main.122,,,,2021.naacl-main.122,done,Sogang University | Sungkyunkwan University | LG AI Research,"# Fine-grained Post-training for Improving Retrieval-based Dialogue Systems

Janghoon Han $^{1,3}$ , Taesuk Hong $^{1}$ , Byoungjae Kim $^{1}$ , Youngjoong Ko $^{2}$ , Jungyun Seo $^{1}$

$^{1}$ Department of Computer Science and Engineering, Sogang University partment of Computer Science and Engineering, Sungkyunkwan University

$^{3}$ LG AI Research

janghoon.han@lgresearch.ai

{hongtaesuk, wiz3021, seojy}@sogang.ac.kr

yjko@skku.edu",false,,,,"[{""raw_affiliation_text"": ""Department of Computer Science and Engineering, Sogang University"", ""institution"": ""Sogang University"", ""country"": null}, {""raw_affiliation_text"": ""Department of Computer Science and Engineering, Sungkyunkwan University"", ""institution"": ""Sungkyunkwan University"", ""country"": null}, {""raw_affiliation_text"": ""LG AI Research"", ""institution"": ""LG AI Research"", ""country"": null}]"
2021.naacl-main.125,,,,2021.naacl-main.125,done,The University of Melbourne,"# Incorporating Syntax and Semantics in Coreference Resolution with Heterogeneous Graph Attention Network

Fan Jiang and Trevor Cohn

School of Computing and Information Systems

The University of Melbourne, Victoria, Austr.

fan.jiang1@student.unimelb.edu.au

t.cohn@unimelb.edu.au",false,,,,"[{""raw_affiliation_text"": ""School of Computing and Information Systems The University of Melbourne, Victoria, Austr."", ""institution"": ""The University of Melbourne"", ""country"": ""Austr.""}]"
2021.naacl-main.126,,,,2021.naacl-main.126,done,Tencent Inc | Beijing Institute of Technology,"# Context Tracking Network: Graph-based Context Modeling for Implicit Discourse Relation Recognition

Yingxue Zhang $^{1}$ , Fandong Meng $^{1}$ , Peng Li $^{1}$ , Ping Jian $^{2}$ , Jie Zhou $^{1}$

$^{1}$ Pattern Recognition Center, WeChat AI, Tencent Inc, China

$^{2}$ Beijing Institute of Technology, China

{yxuezhang, fandongmeng, patrickpli, withtomzhou} @tencent.com

pjian@bit.edu.cn",false,,,,"[{""raw_affiliation_text"": ""Pattern Recognition Center, WeChat AI, Tencent Inc, China"", ""institution"": ""Tencent Inc"", ""country"": ""China""}, {""raw_affiliation_text"": ""Beijing Institute of Technology, China"", ""institution"": ""Beijing Institute of Technology"", ""country"": ""China""}]"
2021.naacl-main.124,,,,2021.naacl-main.124,done,Cornell University | Facebook | Facebook AI Research,"# Adding Chit-Chat to Enhance Task-Oriented Dialogues

Kai Sun $^{1}$ , Seungwhan Moon $^{2}$ , Paul Crook $^{2}$ , Stephen Roller $^{3}$ , Becka Silvert $^{2}$ , Bing Liu $^{2}$ , Zhiguang Wang $^{2}$ , Honglei Liu $^{2}$ , Eunjoon Cho $^{2}$ , and Claire Cardie $^{1}$

$^{1}$ Cornell University $^{2}$ Facebook, $^{3}$ Facebook AI Research

ks985@cornell.edu, shanemoon@fb.com",false,,,,"[{""raw_affiliation_text"": ""Cornell University"", ""institution"": ""Cornell University"", ""country"": null}, {""raw_affiliation_text"": ""Facebook"", ""institution"": ""Facebook"", ""country"": null}, {""raw_affiliation_text"": ""Facebook AI Research"", ""institution"": ""Facebook AI Research"", ""country"": null}]"
2021.naacl-main.123,,,,2021.naacl-main.123,done,National Taiwan University | Stanford University | Intel Labs,"# Put Chatbot into Its Interlocutor's Shoes: New Framework to Learn Chatbot Responding with Intention

Hsuan Su $^{1*}$ , Jiun-Hao Jhan $^{2*}$ , Fan-yun Sun $^{2\dagger}$ , Saurav Sahay $^{2\diamond}$ and Hung-yi Lee $^{1*}$

\*National Taiwan University, Taipei, Taiwan

†Stanford University, Stanford, CA, USA

Intel Labs, Santa Clara, CA, USA

{b04203058, r06942141, hungyilee}@ntu.edu.tw

fanyun@stanford.edu

saurav.sahay@intel.com",false,,,,"[{""raw_affiliation_text"": ""National Taiwan University, Taipei, Taiwan"", ""institution"": ""National Taiwan University"", ""country"": ""Taiwan""}, {""raw_affiliation_text"": ""Stanford University, Stanford, CA, USA"", ""institution"": ""Stanford University"", ""country"": ""USA""}, {""raw_affiliation_text"": ""Intel Labs, Santa Clara, CA, USA"", ""institution"": ""Intel Labs"", ""country"": ""USA""}]"
2021.naacl-main.128,,,,2021.naacl-main.128,done,Nanyang Technological University | Salesforce Research Asia | A-STAR,"# RST Parsing from Scratch

Thanh-Tung Nguyen†, Xuan-Phi Nguyen†, Shafiq Joty§, Xiaoli Li†

Nanyang Technological University

Salesforce Research Asia

†Institute for Infocomm Research, A-STAR

Singapore

{ng0155ng@e.;nguyenxu002@e.;srjoty@}ntu.edu.sg

x11i@i2r.a-star.edu.sg",false,,,,"[{""raw_affiliation_text"": ""Nanyang Technological University"", ""institution"": ""Nanyang Technological University"", ""country"": ""Singapore""}, {""raw_affiliation_text"": ""Salesforce Research Asia"", ""institution"": ""Salesforce Research Asia"", ""country"": null}, {""raw_affiliation_text"": ""Institute for Infocomm Research, A-STAR"", ""institution"": ""A-STAR"", ""country"": ""Singapore""}]"
2021.naacl-main.130,,,,2021.naacl-main.130,done,Carnegie Mellon University,"# Evaluating the Impact of a Hierarchical Discourse Representation on Entity Coreference Resolution Performance

Sopan Khosla James Fiacco Carolyn Rosé

Language Technologies Institute

Carnegie Mellon University, USA

{sopank,jfiacco,cprose}@cs.cmu.edu",false,,,,"[{""raw_affiliation_text"": ""Language Technologies Institute Carnegie Mellon University, USA"", ""institution"": ""Carnegie Mellon University"", ""country"": ""USA""}]"
2021.naacl-main.127,,,,2021.naacl-main.127,done,Tokyo Institute of Technology | NTT Corporation,"# Improving Neural RST Parsing Model with Silver Agreement Subtrees

Naoki Kobayashi<sup>1</sup>, Tsutomu Hirao<sup>2</sup>, Hidetaka Kamigaito<sup>1</sup>, Manabu Okumura<sup>1</sup>, Masaaki Nagata<sup>2</sup>

$^{1}$ Institute of Innovative Research, Tokyo Institute of Technology,

$^{2}$ NTT Communication Science Laboratories, NTT Corporation

{kobayasi@lr., kamigaito@lr., oku@}pi.titech.ac.jp

{tsutomu.hirao.kp, masaaki.nagata.et}@hco.ntt.co.jp",false,,,,"[{""raw_affiliation_text"": ""Institute of Innovative Research, Tokyo Institute of Technology,"", ""institution"": ""Tokyo Institute of Technology"", ""country"": null}, {""raw_affiliation_text"": ""NTT Communication Science Laboratories, NTT Corporation"", ""institution"": ""NTT Corporation"", ""country"": null}]"
2021.naacl-main.131,,,,2021.naacl-main.131,done,University of Texas at Dallas,"# Bridging Resolution: Making Sense of the State of the Art

Hideo Kobayashi and Vincent Ng

Human Language Technology Research Institute

University of Texas at Dallas

Richardson, TX 75083-0688

{video,vince}@hlt.utdallas.edu",false,,,,"[{""raw_affiliation_text"": ""Human Language Technology Research Institute, University of Texas at Dallas"", ""institution"": ""University of Texas at Dallas"", ""country"": null}]"
2021.naacl-main.133,,,,2021.naacl-main.133,done,Heidelberg University | Google Research,"# Revisiting the Weaknesses of Reinforcement Learning for Neural Machine Translation

Samuel Kiegeland

Heidelberg University

kiegeland@cl.uni-heidelberg.de

Julia Kreutzer

Google Research

jkreutzer@google.com",false,,,,"[{""raw_affiliation_text"": ""Heidelberg University"", ""institution"": ""Heidelberg University"", ""country"": null}, {""raw_affiliation_text"": ""Google Research"", ""institution"": ""Google Research"", ""country"": null}]"
2021.naacl-main.129,,,,2021.naacl-main.129,done,The University of Texas at Austin,"# Did they answer? Subjective acts and intents in conversational discourse

Elisa Ferracane<sup>1</sup>, Greg Durrett<sup>2</sup>, Junyi Jessy Li<sup>1</sup>, and Katrin Erk<sup>1</sup>

$^{1}$ Department of Linguistics

$^{2}$ Department of Computer Science

The University of Texas at Austin

elisa@ferracane.com, gdurrett@cs.utexas.edu

jessy@austin.utexas.edu, katrin.erk@mail.utexas.edu",false,,,,"[{""raw_affiliation_text"": ""Department of Linguistics, The University of Texas at Austin"", ""institution"": ""The University of Texas at Austin"", ""country"": null}]"
2021.naacl-main.13,,,,2021.naacl-main.13,done,UC Berkeley | University of Maryland | UC Irvine,"# Concealed Data Poisoning Attacks on NLP Models

Eric Wallace\*

UC Berkeley

Tony Z. Zhao*

UC Berkeley

{ericwallace,tonyzhao0824}@berkeley.edu

Shi Feng

University of Maryland

shifeng@cs.umd.edu

Sameer Singh

UC Irvine

sameer@uci.edu",false,,,,"[{""raw_affiliation_text"": ""UC Berkeley"", ""institution"": ""UC Berkeley"", ""country"": null}, {""raw_affiliation_text"": ""University of Maryland"", ""institution"": ""University of Maryland"", ""country"": null}, {""raw_affiliation_text"": ""UC Irvine"", ""institution"": ""UC Irvine"", ""country"": null}]"
