paper_id,source_pdf,uploaded_pdf,batch_id,data_id,status,affiliations,raw_first_page_text,ocr_fallback_used,ocr_image_paths,ocr_transcribed_text,error,affiliation_details_json
2025.acl-long.101,,,,2025.acl-long.101,done,Coxwave | Seoul National University | Kyung Hee University | KAIST,"# Sangyeop Kim $^{1,2*}$ , Yohan Lee $^{1*}$ , Yongwoo Song $^{1,3*}$ , Kimin Lee $^{4\dagger}$

$^{1}$ Coxwave, $^{2}$ Seoul National University, $^{3}$ Kyung Hee University, $^{4}$ KAIST

{sangyeop.kim, yohan.lee}@coxwave.com, syw5141@khu.ac.kr, kiminlee@kaist.ac.kr

*Warning: This paper contains potentially harmful content.",false,,,,"[{""raw_affiliation_text"": ""Coxwave"", ""institution"": ""Coxwave"", ""country"": null}, {""raw_affiliation_text"": ""Seoul National University"", ""institution"": ""Seoul National University"", ""country"": null}, {""raw_affiliation_text"": ""Kyung Hee University"", ""institution"": ""Kyung Hee University"", ""country"": null}, {""raw_affiliation_text"": ""KAIST"", ""institution"": ""KAIST"", ""country"": null}]"
2025.acl-long.1009,,,,2025.acl-long.1009,done,Yale University | TCS Research,"# Can LLMs Identify Critical Limitations within Scientific Research? A Systematic Evaluation on AI Research Papers

Zhijian Xu\*Y Yilun Zhao\*Y Manasi Patwardhan T Lovekesh $\mathbf{V}\mathbf{i}\mathbf{g}^T$ Arman $\mathbf{C}\mathbf{o}\mathbf{h}\mathbf{a}\mathbf{n}^{\mathbf{Y}}$ Y Yale University T TCS Research",false,,,,"[{""raw_affiliation_text"": ""Yale University"", ""institution"": ""Yale University"", ""country"": null}, {""raw_affiliation_text"": ""TCS Research"", ""institution"": ""TCS Research"", ""country"": null}]"
2025.acl-long.1010,,,,2025.acl-long.1010,done,UCSD | Eleuther AI | MIT,"# On the Acquisition of Shared Grammatical Representations in Bilingual Language Models

Catherine Arnett $^{a,b}$ Tyler A. Chang $^{c}$ James A. Michaelov $^{c,d,e}$ Benjamin K. Bergen $^{c}$

$^{a}$ Department of Linguistics, UCSD $^{b}$ EleutherAI

$^{c}$ Department of Cognitive Science, UCSD

$^d$ Department of Brain and Cognitive Sciences, MIT eMIT Libraries CREOS catherine@eleuther.ai, tachang@ucsd.edu, jamic@mit.edu, bkbergen@ucsd.edu",false,,,,"[{""raw_affiliation_text"": ""Department of Linguistics, UCSD"", ""institution"": ""UCSD"", ""country"": null}, {""raw_affiliation_text"": ""EleutherAI"", ""institution"": ""Eleuther AI"", ""country"": null}, {""raw_affiliation_text"": ""Department of Brain and Cognitive Sciences, MIT"", ""institution"": ""MIT"", ""country"": null}]"
2025.acl-long.1014,,,,2025.acl-long.1014,done,Purdue University,"# Eylon Caplan and Dan Goldwasser

Purdue University, West Lafayette, IN, USA

{ecaplan, dgoldwas}@purdue.edu",false,,,,"[{""raw_affiliation_text"": ""Purdue University, West Lafayette, IN, USA"", ""institution"": ""Purdue University"", ""country"": ""USA""}]"
2025.acl-long.1013,,,,2025.acl-long.1013,done,UNC Chapel Hill | Virginia Polytechnic Institute and State University,"# Classifying Unreliable Narrators with Large Language Models

Anneliese Brei $^{1*}$ Katharine Henry $^{1\dagger}$ Abhishek Sharma $^{2*}$ Shashank Srivastava $^{1*}$ Snigdha Chaturvedi $^{1*}$

$^{1}$ UNC Chapel Hill $^{2}$ Virginia Polytechnic Institute and State University abrei@cs.unc.edu, katharinehenry@alumni.unc.edu, abhisharma@vt.edu, {ssrivastava, snigdha} @cs.unc.edu",false,,,,"[{""raw_affiliation_text"": ""UNC Chapel Hill"", ""institution"": ""UNC Chapel Hill"", ""country"": null}, {""raw_affiliation_text"": ""Virginia Polytechnic Institute and State University"", ""institution"": ""Virginia Polytechnic Institute and State University"", ""country"": null}]"
2025.acl-long.1012,,,,2025.acl-long.1012,done,"University of California, Los Angeles","# Adversarial Tokenization

# Renato Lui Geh* Zilei Shao* Guy Van den Broeck†

University of California, Los Angeles",false,,,,"[{""raw_affiliation_text"": ""University of California, Los Angeles"", ""institution"": ""University of California, Los Angeles"", ""country"": null}]"
2025.acl-long.10,,,,2025.acl-long.10,done,Tsinghua University | Huazhong University of Science and Technology | Byte Dance Inc. | Peng Cheng Laboratory | Sun-Yat Sen University | Guangdong Laboratory of Artificial Intelligence and Digital Economy | Seoul National University,"# CLEME2.0: Towards Interpretable Evaluation by Disentangling Edits for Grammatical Error Correction

Jingheng Ye $^{1*}$ , Zishan Xu $^{1*}$ , Yinghui Li $^{1}$ , Linlin Song $^{2}$ , Qingyu Zhou $^{3}$ , Hai-Tao Zheng $^{1,4\dagger}$ , Ying Shen $^{5}$ , Wenhao Jiang $^{6}$ , Hong-Gee Kim $^{7}$ , Ruitong Liu $^{1}$ , Xin Su $^{8}$ , Zifei Shan $^{8}$

$^{1}$ Tsinghua University, $^{2}$ Huazhong University of Science and Technology,

<sup>3</sup>ByteDance Inc., <sup>4</sup>Peng Cheng Laboratory, <sup>5</sup>Sun-Yat Sen University,

<sup>6</sup>Guangdong Laboratory of Artificial Intelligence and Digital Economy (SZ),

Seoul National University, 8Tencent

{yejh22,xzs23}@mails.tsinghua.edu.cn",false,,,,"[{""raw_affiliation_text"": ""Tsinghua University"", ""institution"": ""Tsinghua University"", ""country"": null}, {""raw_affiliation_text"": ""Huazhong University of Science and Technology"", ""institution"": ""Huazhong University of Science and Technology"", ""country"": null}, {""raw_affiliation_text"": ""ByteDance Inc."", ""institution"": ""Byte Dance Inc."", ""country"": null}, {""raw_affiliation_text"": ""Peng Cheng Laboratory"", ""institution"": ""Peng Cheng Laboratory"", ""country"": null}, {""raw_affiliation_text"": ""Sun-Yat Sen University"", ""institution"": ""Sun-Yat Sen University"", ""country"": null}, {""raw_affiliation_text"": ""Guangdong Laboratory of Artificial Intelligence and Digital Economy (SZ)"", ""institution"": ""Guangdong Laboratory of Artificial Intelligence and Digital Economy"", ""country"": null}, {""raw_affiliation_text"": ""Seoul National University"", ""institution"": ""Seoul National University"", ""country"": null}]"
2025.acl-long.1011,,,,2025.acl-long.1011,done,Independent | ELLIS & MPI-IS | Harvard University | UC San Diego,"# Using Shapley interactions to understand how models use structure

Divyansh Singhvi*

Independent

Diganta Misra*

ELLIS & MPI-IS Tübingen

Andrej Erkelens*

Independent

Raghav Jain*

UC San Diego

divyanshsinghvi@gmail.com

diganta.misra@tue.ellis.eu

andrej.erkelens@gmail.com

r6jain@ucsd.edu

# Isabel Papadimitriou†

Kempner Institute,

Harvard University

isabelpapadimitriou@fas.harvard.edu

# Naomi Saphra†

Kempner Institute,

Harvard University

nsaphra@fas.harvard.edu",false,,,,"[{""raw_affiliation_text"": ""Independent"", ""institution"": ""Independent"", ""country"": null}, {""raw_affiliation_text"": ""ELLIS & MPI-IS Tübingen"", ""institution"": ""ELLIS & MPI-IS"", ""country"": null}, {""raw_affiliation_text"": ""Kempner Institute, Harvard University"", ""institution"": ""Harvard University"", ""country"": null}, {""raw_affiliation_text"": ""UC San Diego"", ""institution"": ""UC San Diego"", ""country"": null}]"
2025.acl-long.100,,,,2025.acl-long.100,done,King Abdullah University of Science and Technology | Shenzhen International Center for Industrial and Applied Mathematics | Shenzhen Research Institute of Big Data | The Chinese University of Hong Kong | King Abdulaziz University | Prince Sattam bin Abdulaziz University | University of Bisha,"# Second Language (Arabic) Acquisition of LLMs via Progressive Vocabulary Expansion

Jianqing Zhu $^{\dagger 1}$ , Huang Huang $^{\dagger 2}$ , Zhihang Lin $^{\dagger 4}$ , Juhao Liang $^{\dagger 3,4}$ , Zhengyang Tang $^{\dagger 3,4}$ , Khalid Almubarak $^{6}$ , Abdulmohsen Alharthik $^{1}$ , Bang An $^{1}$ , Juncai He $^{1}$ , Xiangbo Wu $^{3}$ , Fei Yu $^{3,4}$ , Junying Chen $^{3,4}$ , Zhuoheng Ma $^{4}$ , Yuhao Du $^{4}$ , He Zhang $^{4}$ , Saied Alshahrani $^{7}$ , Emad A. Alghamdi $^{5}$ , Lian Zhang $^{2}$ , Ruoyu Sun $^{3,4}$ , Haizhou Li $^{3,4}$ , Benyou Wang $^{*3,4}$ , Jinchao Xu $^{1}$

<sup>1</sup> King Abdullah University of Science and Technology <sup>2</sup> Shenzhen International Center for Industrial and Applied Mathematics, Shenzhen Research Institute of Big Data   
<sup>3</sup> Shenzhen Research Institute of Big Data <sup>4</sup> The Chinese University of Hong Kong  
<sup>5</sup> King Abdulaziz University <sup>6</sup> Prince Sattam bin Abdulaziz University <sup>7</sup> University of Bisha",false,,,,"[{""raw_affiliation_text"": ""King Abdullah University of Science and Technology"", ""institution"": ""King Abdullah University of Science and Technology"", ""country"": null}, {""raw_affiliation_text"": ""Shenzhen International Center for Industrial and Applied Mathematics, Shenzhen Research Institute of Big Data"", ""institution"": ""Shenzhen International Center for Industrial and Applied Mathematics"", ""country"": null}, {""raw_affiliation_text"": ""Shenzhen Research Institute of Big Data"", ""institution"": ""Shenzhen Research Institute of Big Data"", ""country"": null}, {""raw_affiliation_text"": ""The Chinese University of Hong Kong"", ""institution"": ""The Chinese University of Hong Kong"", ""country"": null}, {""raw_affiliation_text"": ""King Abdulaziz University"", ""institution"": ""King Abdulaziz University"", ""country"": null}, {""raw_affiliation_text"": ""Prince Sattam bin Abdulaziz University"", ""institution"": ""Prince Sattam bin Abdulaziz University"", ""country"": null}, {""raw_affiliation_text"": ""University of Bisha"", ""institution"": ""University of Bisha"", ""country"": null}]"
2025.acl-long.1018,,,,2025.acl-long.1018,done,University of Toronto | LG Electronics | Vector Institute of Artificial Intelligence,"# Open-World Planning via Lifted Regression with LLM-Inferred Affordances for Embodied Agents

Xiaotian Liu<sup>1</sup>, Ali Pesaranghader<sup>2</sup>, Hanze Li<sup>1</sup>, Punyaphat Sukcharoenchaikul<sup>1</sup>, Jaehong Kim<sup>3</sup>, Tanmana Sadhu<sup>2</sup>, Hyejeong Jeon<sup>3</sup>, and Scott Sanner<sup>1,4</sup>

<sup>1</sup> University of Toronto, Toronto, Canada <sup>2</sup> LG Electronics, Toronto AI Lab, Toronto, Canada

<sup>3</sup> LG Electronics, Seoul, South Korea <sup>4</sup> Vector Institute of Artificial Intelligence, Toronto, Canada

{xiaotian.liu, litos.li, punyaphat.sukcharoenchaikul}@mail.utoronto.ca

{ali.pesaranghader, jaehong02.kim, tanmana.sadhu, hyejeong.jeon}@lge.com

ssanner@mie.utoronto.ca",false,,,,"[{""raw_affiliation_text"": ""University of Toronto, Toronto, Canada"", ""institution"": ""University of Toronto"", ""country"": ""Canada""}, {""raw_affiliation_text"": ""LG Electronics, Toronto AI Lab, Toronto, Canada"", ""institution"": ""LG Electronics"", ""country"": ""Canada""}, {""raw_affiliation_text"": ""Vector Institute of Artificial Intelligence, Toronto, Canada"", ""institution"": ""Vector Institute of Artificial Intelligence"", ""country"": ""Canada""}]"
2025.acl-long.1016,,,,2025.acl-long.1016,done,Stanford University | Microsoft Research,"# Navigating Rifts in Human-LLM Grounding: Study and Benchmark

Omar Shaikh†*, Hussein Mozannar, Gagan Bansal, Adam Fourney, Eric Horvitz

†Stanford University, ‡Microsoft Research oshaikh@stanford.edu",false,,,,"[{""raw_affiliation_text"": ""Stanford University"", ""institution"": ""Stanford University"", ""country"": null}, {""raw_affiliation_text"": ""Microsoft Research"", ""institution"": ""Microsoft Research"", ""country"": null}]"
2025.acl-long.102,,,,2025.acl-long.102,done,Northeastern University,"# ECERC: Evidence-Cause Attention Network for Multi-Modal Emotion Recognition in Conversation

Tao Zhang† and Zhenhua Tan†‡§*

†Software College, Northeastern University, Shenyang, China

$^{\ddagger}$ National Frontiers Science Center for Industrial Intelligence and Systems Optimization, Northeastern University, Shenyang, China

$^{\S}$ Key Laboratory of Data Analytics and Optimization for Smart Industry

(Northeastern University), Ministry of Education, China

zhangt111@qq.com, tanzh@mail.neu.edu.cn",false,,,,"[{""raw_affiliation_text"": ""Software College, Northeastern University, Shenyang, China"", ""institution"": ""Northeastern University"", ""country"": ""China""}]"
2025.acl-long.1017,,,,2025.acl-long.1017,done,University of Washington | Google Research,"# Substance over Style: Evaluating Proactive Conversational Coaching Agents

Vidya Srinivas $^{1*}$ , Xuhai Xu $^{2}$ , Xin Liu $^{1,2}$ , Kumar Ayush $^{2}$ , Isaac Galatzer-Levy $^{2}$ , Shwetak Patel $^{1,2}$ , Daniel McDuff $^{1,2}$ , Tim Althoff $^{1,2}$ , $^{1}$ University of Washington, $^{2}$ Google Research

vysri@cs.washington.edu, {orson,xliucs,dmdcdff, althoff}@google.com",false,,,,"[{""raw_affiliation_text"": ""University of Washington"", ""institution"": ""University of Washington"", ""country"": null}, {""raw_affiliation_text"": ""Google Research"", ""institution"": ""Google Research"", ""country"": null}]"
2025.acl-long.1015,,,,2025.acl-long.1015,done,RMIT University,"# QQSUM: A Novel Task and Model of Quantitative Query-Focused Summarization for Review-based Product Question Answering

An Quang Tang and Xiuzhen Zhang * and Minh Ngoc Dinh and Zhuang Li RMIT University, Australia

s3695273@rmit.edu.vn, xiuzhen.zhang@rmit.edu.au

minh.dinh4@rmit.edu.vn, zhuang.li@rmit.edu.au",false,,,,"[{""raw_affiliation_text"": ""RMIT University, Australia"", ""institution"": ""RMIT University"", ""country"": ""Australia""}]"
2025.acl-long.1019,,,,2025.acl-long.1019,done,"Mc Gill University | Mila - Quebec AI Institute | CNRS, Centrale Supélec - Université Paris-Saclay | International Laboratory on Learning Systems","# (RSA) $^2$ : A Rhetorical-Strategy-Aware Rational Speech Act Framework for Figurative Language Understanding

* Cesare Spinoso-Di Piano $^{1,2}$ * David Austin $^{1,2}$ Pablo Piantanida $^{2,3,4}$ Jackie Chi Kit Cheung $^{1,2,5}$

$^{1}$ McGill University, $^{2}$ Mila - Quebec AI Institute

$^{3}$ International Laboratory on Learning Systems (ILLS)

$^{4}$ CNRS, CentraleSupélec - Université Paris-Saclay, $^{5}$ Canada CIFAR AI Chair, Mila {cesare.spinoso,david.austin,pablo.piantanida,cheungja}@mila.quebec",false,,,,"[{""raw_affiliation_text"": ""McGill University"", ""institution"": ""Mc Gill University"", ""country"": null}, {""raw_affiliation_text"": ""Mila - Quebec AI Institute"", ""institution"": ""Mila - Quebec AI Institute"", ""country"": null}, {""raw_affiliation_text"": ""CNRS, CentraleSupélec - Université Paris-Saclay"", ""institution"": ""CNRS, Centrale Supélec - Université Paris-Saclay"", ""country"": null}, {""raw_affiliation_text"": ""International Laboratory on Learning Systems (ILLS)"", ""institution"": ""International Laboratory on Learning Systems"", ""country"": null}]"
2025.acl-long.1022,,,,2025.acl-long.1022,done,"University of California, San Diego | Cardiff University","# AUTALIC: A Dataset for Anti-AUTistic Ableist Language In Context

# Naba Rizvi<sup>1</sup>, Harper Strickland<sup>1</sup>, Daniel Gitelman<sup>1</sup>, Tristan Cooper<sup>1</sup>, Alexis Morales-Flores<sup>1</sup>, Michael Golden<sup>1</sup>, Aekta Kallepalli<sup>1</sup>, Akshit Alurkar<sup>1</sup>, Haaset Owens<sup>1</sup>, Saleha Ahmedi<sup>1</sup>, Isha Khirwadkar<sup>1</sup>, Imani Munyaka<sup>1</sup>, Nedjma Ousidhoum<sup>2</sup>

<sup>1</sup> University of California, San Diego, <sup>2</sup> Cardiff University, Correspondence: nrizvi@ucsd.edu",false,,,,"[{""raw_affiliation_text"": ""University of California, San Diego"", ""institution"": ""University of California, San Diego"", ""country"": null}, {""raw_affiliation_text"": ""Cardiff University"", ""institution"": ""Cardiff University"", ""country"": null}]"
2025.acl-long.1023,,,,2025.acl-long.1023,done,KAIST | Yonsei University,"# Structural Reasoning Improves Molecular Understanding of LLM

Yunhui Jang

KAIST

yunhuijiang@kaist.ac.kr

Jaehyung Kim

Yonsei University

jaehyungk@yonsei.ac.kr

Sungsoo Ahn

KAIST

sungsoo.ahn@kaist.ac.kr",false,,,,"[{""raw_affiliation_text"": ""KAIST"", ""institution"": ""KAIST"", ""country"": null}, {""raw_affiliation_text"": ""Yonsei University"", ""institution"": ""Yonsei University"", ""country"": null}]"
2025.acl-long.1020,,,,2025.acl-long.1020,done,University of Illinois Urbana-Champaign | University of California Los Angeles,"# SYNTHIA: Novel Concept Design with Affordance Composition

Hyeonjeong Ha $^{1*}$ , Xiaomeng Jin $^{1*}$ , Jeonghwan Kim $^{1}$ , Jiateng Liu $^{1}$ , Zhenhailong Wang $^{1}$ , Khanh Duy Nguyen $^{1}$ , Ansel Blume $^{1}$ , Nanyun Peng $^{2}$ , Kai-Wei Chang $^{2}$ , Heng Ji $^{1}$

<sup>1</sup>University of Illinois Urbana-Champaign  
<sup>2</sup>University of California Los Angeles  
{hh38, xjin17, hengji}@cs.illinois.edu",false,,,,"[{""raw_affiliation_text"": ""University of Illinois Urbana-Champaign"", ""institution"": ""University of Illinois Urbana-Champaign"", ""country"": null}, {""raw_affiliation_text"": ""University of California Los Angeles"", ""institution"": ""University of California Los Angeles"", ""country"": null}]"
2025.acl-long.1025,,,,2025.acl-long.1025,done,The Chinese University of Hong Kong | Shenzhen University of Advanced Technology | National University of Singapore,"# Know You First and Be You Better: Modeling Human-Like User Simulators via Implicit Profiles

Kuang Wang $^{1}$ , Xianfei Li $^{1}$ , Shenghao Yang $^{1}$ , Li Zhou $^{1}$ , Feng Jiang $^{2,1*}$ , Haizhou Li $^{1,3}$

$^{1}$ SRIBD, School of Data Science, The Chinese University of Hong Kong, Shenzhen, Guangdong $^{2}$ Artificial Intelligence Research Institute, Shenzhen University of Advanced Technology $^{3}$ Department of ECE, National University of Singapore kuangwang@link.cuhk.edu.cn, jiangfeng@suat-sz.edu.cn",false,,,,"[{""raw_affiliation_text"": ""SRIBD, School of Data Science, The Chinese University of Hong Kong, Shenzhen, Guangdong"", ""institution"": ""The Chinese University of Hong Kong"", ""country"": ""null""}, {""raw_affiliation_text"": ""Artificial Intelligence Research Institute, Shenzhen University of Advanced Technology"", ""institution"": ""Shenzhen University of Advanced Technology"", ""country"": ""null""}, {""raw_affiliation_text"": ""Department of ECE, National University of Singapore"", ""institution"": ""National University of Singapore"", ""country"": ""null""}]"
2025.acl-long.1021,,,,2025.acl-long.1021,done,Beijing Institute of Technology | Singapore Management University | Australian National University | Thought Full | Singapore Institute of Technology | National Institute of Education | Singapore University of Social Sciences | National University of Singapore,"# Consistent Client Simulation for Motivational Interviewing-based Counseling

Yizhe Yang $^{1}$ , Palakorn Achananuparp $^{2}$ , Heyan Huang $^{1}$ , Jing Jiang $^{3}$ , John Pinto $^{4}$ , Jenny Giam $^{5}$ , Kit Phey Leng $^{6}$ , Nicholas Gabriel Lim $^{7}$ , Cameron Tan Shi Ern $^{8}$ , Ee-Peng Lim $^{2}$

$^{1}$ Beijing Institute of Technology, $^{2}$ Singapore Management University, $^{3}$ Australian National University, $^{4}$ ThoughtFull,

$^{5}$ Singapore Institute of Technology, $^{6}$ National Institute of Education, $^{7}$ Singapore University of Social Sciences, $^{8}$ National University of Singapore

{yizheyang,hhy63} @bit.edu.cn, {palakorna,eplim} @smu.edu.sg, jing.jiang@anu.edu.au",false,,,,"[{""raw_affiliation_text"": ""Beijing Institute of Technology"", ""institution"": ""Beijing Institute of Technology"", ""country"": null}, {""raw_affiliation_text"": ""Singapore Management University"", ""institution"": ""Singapore Management University"", ""country"": null}, {""raw_affiliation_text"": ""Australian National University"", ""institution"": ""Australian National University"", ""country"": ""Australia""}, {""raw_affiliation_text"": ""ThoughtFull"", ""institution"": ""Thought Full"", ""country"": null}, {""raw_affiliation_text"": ""Singapore Institute of Technology"", ""institution"": ""Singapore Institute of Technology"", ""country"": null}, {""raw_affiliation_text"": ""National Institute of Education"", ""institution"": ""National Institute of Education"", ""country"": null}, {""raw_affiliation_text"": ""Singapore University of Social Sciences"", ""institution"": ""Singapore University of Social Sciences"", ""country"": null}, {""raw_affiliation_text"": ""National University of Singapore"", ""institution"": ""National University of Singapore"", ""country"": null}]"
2025.acl-long.1026,,,,2025.acl-long.1026,done,"Tokyo Metropolitan University | Hitotsubashi University | Edu Lab, Inc.","# Targeted Syntactic Evaluation for Grammatical Error Correction

Aomi Koyama $^{1}$ Masato Mita $^{1,2}$ Su-Youn Yoon $^{3,2}$

Yasufumi Takama<sup>1</sup> Mamoru Komachi<sup>2,1</sup>

$^{1}$ Tokyo Metropolitan University $^{2}$ Hitotsubashi University $^{3}$ EduLab, Inc.

koyama-aomi@ed.tmu.ac.jp, mita@edu.sds.hit-u.ac.jp, su-youn.yoon@edulab-inc.com  
ytakama@tmu.ac.jp, mamoru.komachi@r.hit-u.ac.jp",false,,,,"[{""raw_affiliation_text"": ""Tokyo Metropolitan University"", ""institution"": ""Tokyo Metropolitan University"", ""country"": null}, {""raw_affiliation_text"": ""Hitotsubashi University"", ""institution"": ""Hitotsubashi University"", ""country"": null}, {""raw_affiliation_text"": ""EduLab, Inc."", ""institution"": ""Edu Lab, Inc."", ""country"": null}]"
